log_number,X_uuid,cluster_location_id,date_assessment,governorate_mcna_r,district_mcna,enumerator_num,question.name,issue,action,changed,old.value,new.value,flag_index
2699,ff91e1a6-913b-4519-a91d-3e51ef0231da,NA,28-Jul,ninewa,al.hamdaniya,15,interview_duration,"interviews for deletion, less than 12",Deleted,NA,8.1,NA,10
2700,ffcec0d1-8aab-4249-8739-f4bff1e5774f,NA,27-Jul,baghdad,al.mahmoudiya,14,interview_duration,"interviews for deletion, less than 12",Deleted,NA,7.6,NA,10
2701,002106a9-fecb-4ffd-8c05-daebf4ad9049,23741,19-Aug,NA,shaqlawa,124,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2702,0480ef03-44f8-47d0-81d6-c0caae15a0e2,18199,8-Aug,NA,al.shikhan,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2703,04e9d30b-298e-4700-92e9-8b6a26a1eba2,NA,9-Aug,salah.al.din,tikrit,101,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2704,05ed7f1c-3162-4a79-86ad-d55a7c08c705,NA,30-Jul,al.sulaymaniyah,derbendikhan,33,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2705,08de49b4-a9f6-47b6-bf18-eb509dea7b0a,NA,9-Aug,salah.al.din,tikrit,99,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2706,0ab9581f-aa3a-4f31-8fbb-b97fb249be92,7945,27-Jul,NA,duhok,84,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2707,0bd6a598-b0a3-4dbf-94f3-0838c73c2324,17333,7-Aug,NA,al.shikhan,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2708,0c2c305d-9a6b-4b68-94fa-33b88ba12ae2,15648,27-Jul,NA,kirkuk,58,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2709,0fab152d-690c-4a5f-937d-740792d2bb79,26088,9-Sep,NA,al.falluja,21,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2710,12ccc9d0-80f8-4162-9dc2-0f6913eb9169,32032,6-Aug,NA,zakho,90,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2711,130f76bb-4db5-4090-874d-8254a5bd92f6,33476,25-Aug,NA,daquq,62,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2712,13e17fb4-9b1e-4d4c-90f9-cefcfd2a8ee4,18199,8-Aug,NA,al.shikhan,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2713,1602c4e0-9586-435a-bb23-4b012c358b7f,25898,29-Jul,NA,duhok,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2714,16b62a50-9eef-4c70-907c-ad6e0972f272,23713,20-Aug,NA,shaqlawa,120,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2715,16e32535-bff8-4d6a-91e1-a28b782cd459,NA,27-Jul,ninewa,al.baaj,3,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2716,17f3f61d-eaf5-48a6-b592-ef38edb0704d,NA,16-Aug,al.qadissiya,al.diwaniya,109,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2717,19b71152-46e4-4302-a1ca-5cf23fd3bdb7,25752,6-Aug,NA,tooz.khurmato,74,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2718,1c6e2fff-66fb-4838-8114-54e484e7b7ff,NA,12-Aug,ninewa,al.baaj,101,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2719,1d5149b1-b6f3-4c36-ba27-5a3ed2c1c1d7,25630,18-Aug,NA,erbil,124,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2720,1dcca73c-ea99-495b-8a26-e1ebd5090aff,NA,11-Aug,al.sulaymaniyah,kalar,35,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2721,2218a752-dfe2-4e3b-9218-5c14ed837cb2,NA,9-Aug,salah.al.din,tikrit,112,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2722,2391d2db-02f7-46d2-968e-7bf1938bf899,NA,9-Aug,salah.al.din,tikrit,110,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2723,24bfbb3b-89af-479e-8a77-1c0732bc2d85,17535,8-Aug,NA,al.shikhan,84,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2724,2b16342a-15bf-4252-a65c-45ac78fda5f6,32032,6-Aug,NA,zakho,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2725,2c04f093-1325-4a96-8e51-828c04b558b7,24580,10-Aug,NA,aqra,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2726,2c231b6b-49f3-47b5-b81d-432c537d2d96,24580,10-Aug,NA,aqra,90,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2727,2e6ce1a2-4992-4672-80da-7f2cbc768226,25752,6-Aug,NA,tooz.khurmato,81,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2728,2e850c74-4085-4b92-9193-d5a57b8eec79,24805,18-Aug,NA,baquba,7,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2729,30e3e96e-0e17-4794-93e2-2f95610e1791,24805,26-Jul,NA,baquba,9,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2730,32839e57-bbf1-4ab9-96e0-bff073220509,32032,6-Aug,NA,zakho,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2731,34319fc8-5c07-4e0d-9ff0-9162f4b680c4,17734,9-Aug,NA,aqra,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2732,35b4163a-a793-44b7-89fe-bc8d2d75c170,NA,27-Jul,baghdad,al.karkh,20,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2732,e1f4e24c-b6ee-4698-8e86-bc6f6031d63b,NA,16-Sep,ninewa,al.hatra,98,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.5,NA,10
2733,35c96075-a873-4bac-91af-93ce223c02e9,8783,10-Aug,NA,aqra,84,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2734,38d11dfe-eb39-4207-b010-c42cb2c5647c,NA,27-Jul,ninewa,al.baaj,7,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2735,3b9303c7-8b63-4571-b784-324ccb5d5677,15674,23-Aug,NA,dibis,63,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2736,413fe519-7069-4767-9f17-247e9a62965b,NA,27-Jul,ninewa,al.baaj,7,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2737,433dbeda-4d9f-4655-889a-3becaaf89ce8,13141,6-Sep,NA,rawanduz,125,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2738,453bd3f1-a78a-4cf7-b9e3-c09a7bf56d40,NA,9-Aug,salah.al.din,tikrit,100,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2739,46674572-52eb-480d-b3de-29ca6fde6b15,NA,16-Aug,al.qadissiya,al.diwaniya,109,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2740,4674f24e-72df-48d0-b7da-4f53afd58900,NA,30-Jul,al.anbar,al.rutba,24,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2741,478d0849-5cbf-44e2-b5ed-e35e22833680,NA,12-Aug,ninewa,al.baaj,99,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2742,48597b80-b6f9-4a63-bd9d-e51de397b742,32032,6-Aug,NA,zakho,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2743,49394b35-f032-4302-a204-fcb262b5cd03,NA,27-Jul,ninewa,al.baaj,3,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2744,4c1a5a0d-be16-4b6c-ae13-f28571f812f4,NA,5-Aug,al.sulaymaniyah,dokan,33,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2745,4ceaa49b-595e-4bea-9913-1507deba8c0a,8867,28-Jul,NA,duhok,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2746,50ba7a8c-844f-4d3f-bd98-7c08b5d19020,25872,6-Aug,NA,tooz.khurmato,76,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2747,5295fa15-4fd3-4745-bd24-1c4c60e231c9,NA,20-Jul,diyala,kifri,18,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2748,53379831-6ee2-4793-a809-f8214ac69790,NA,20-Jul,al.sulaymaniyah,al.sulaymaniyah,5,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2749,534feffc-989e-4be3-9957-d8fa09982c0f,NA,9-Aug,salah.al.din,tikrit,100,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2750,541b6140-cc09-4998-aa96-1eb364f04069,23889,12-Sep,NA,al.ramadi,28,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2751,57c17f71-fc45-4a16-8878-507467a43f9a,8783,11-Aug,NA,aqra,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2752,5a86a5f7-9fcb-4965-afd2-368caf4867df,32032,6-Aug,NA,zakho,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2753,5f1a6aac-117a-42b0-af45-17d6ade51d70,NA,28-Jul,ninewa,al.hamdaniya,9,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2754,606194a9-5823-4b3d-8427-e9ebd2d951be,7945,27-Jul,NA,duhok,83,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2755,63e52ba9-524b-4e06-b00e-676b469b98b7,25973,18-Aug,NA,erbil,124,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2756,64d605bd-9514-4f28-bd5d-55da9e01e46d,25868,11-Aug,NA,tooz.khurmato,78,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2757,66415713-673a-410e-8fef-7fc569de933c,24186,27-Jul,NA,duhok,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2758,689b5d24-a4fc-4447-a27e-d94739c851b6,NA,15-Aug,kerbala,kerbela,7,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2759,6c102349-1c26-428b-ac3c-6981b0687594,NA,6-Aug,al.sulaymaniyah,dokan,33,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2760,6d5cbc10-043d-46ea-bc66-a36fbd06f938,17333,7-Aug,NA,al.shikhan,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2761,6f02baf5-81bd-47c5-9353-ce3eb379cd18,21509,28-Jul,NA,duhok,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2762,6f933ead-e249-4c8e-95b3-7830e6ffb8e1,NA,21-Jul,baghdad,al.adhamiya,28,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2763,78c7a37b-3593-405d-bc59-ae7865a43269,13141,6-Sep,NA,rawanduz,124,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2764,792fa3fc-595d-43de-9f36-c87d86f886c8,24580,10-Aug,NA,aqra,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2765,7ad799f3-e716-4892-9c99-8e21f271865a,25866,7-Aug,NA,tooz.khurmato,80,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2766,7d0e8432-36cb-4af2-9e2f-2cac0d57d9bb,17734,9-Aug,NA,aqra,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2767,7de07189-7b40-4a30-89dd-71341639dd1b,NA,27-Jul,ninewa,al.baaj,3,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2768,7fa0361f-284c-42cf-a21e-c36730edf8d1,7945,27-Jul,NA,duhok,82,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2769,80634957-5515-4587-aafe-fa7d95aa1e39,NA,28-Jul,ninewa,al.hamdaniya,10,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2770,80904b3d-6510-46e4-9ce8-135e01478898,NA,27-Jul,ninewa,al.baaj,10,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2771,82a99cf6-d6fd-47b1-959c-b760671f6049,18199,8-Aug,NA,al.shikhan,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2772,836807a6-130d-432d-898a-45f9fd79e9bd,NA,9-Aug,salah.al.din,tikrit,99,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2773,8480de3f-3791-4cd2-88fc-98677845a053,25872,6-Aug,NA,tooz.khurmato,78,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2774,84bedad0-1530-4c32-8cb7-6d0707c7c75c,8867,28-Jul,NA,duhok,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2775,86ef429e-4824-4d2d-b1dd-b4a86d21f6de,NA,11-Aug,salah.al.din,samarra,13,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2776,879fd76c-bd11-4679-9005-913ea1caf55d,24186,28-Jul,NA,duhok,86,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2777,87c9dabe-bd24-4477-9b7f-05949efc2733,NA,6-Aug,ninewa,sinjar,110,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2778,87d6d83c-cc95-4a49-9ed9-af5b65918285,25866,6-Aug,NA,tooz.khurmato,76,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2779,8914b378-0a3a-4d4e-94be-cd53d512e961,17333,7-Aug,NA,al.shikhan,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2780,89f115ec-abcd-48b0-9292-8afe4e0c0f71,NA,28-Jul,ninewa,al.hamdaniya,15,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2781,8f0054e5-2201-4c2a-b2fc-8a8cc84d460c,NA,28-Jul,ninewa,al.hamdaniya,15,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2782,93754e97-2dda-4305-82e6-443e0b0893bc,NA,27-Jul,ninewa,al.baaj,7,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2783,96244206-dd83-4e28-8cb6-4027343911fb,NA,12-Aug,ninewa,al.baaj,101,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2783,ef57fab8-9778-474a-8741-d9a797127b92,NA,20-Sep,ninewa,tilkaef,98,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.2,NA,10
2784,96ce3d5a-0cec-4797-9a77-efcb54fb23dd,NA,27-Jul,ninewa,al.baaj,15,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2785,9ba62c76-08c2-4d3f-85bb-a39b4da158e2,15674,23-Aug,NA,dibis,60,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2786,9e9c7481-0570-4314-87d2-c52c32e6ce87,NA,16-Aug,al.qadissiya,al.diwaniya,108,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2787,9f1115cd-d880-4c49-b0ab-03ea05e8ee25,NA,9-Aug,salah.al.din,tikrit,101,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2788,9fee2a4c-9f2f-44cd-afb1-408d1b87dcbb,8369,30-Jul,NA,sumail,90,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2789,a363552c-095a-4434-bf97-5471db59588a,7989,30-Jul,NA,sumail,89,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2790,a3a846ba-2141-4566-a0b3-9be62a5a33fb,NA,20-Jul,baghdad,al.kadhmiyah,12,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2791,a3c9b185-a1ff-4c1c-af85-5fd64f481eda,NA,27-Jul,ninewa,al.baaj,3,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2792,a4681481-7a6e-45d4-877a-fdd04669d721,NA,28-Jul,ninewa,al.hamdaniya,3,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2793,a50f451e-0820-4407-81b3-dfe8f30cc2a8,NA,6-Aug,ninewa,sinjar,106,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2794,a6a675d8-d420-4d04-815d-9dd9f3d15de4,NA,6-Aug,ninewa,sinjar,110,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2795,a7b42e05-2655-435d-9f09-ac8550050c0a,23889,12-Sep,NA,al.ramadi,14,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2796,a8d0b112-225b-4502-979e-cdac99eb45ac,NA,12-Aug,ninewa,al.baaj,99,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2797,aa2bfb1a-a3a5-4294-9a2f-9e74d2c08c4d,NA,27-Jul,al.sulaymaniyah,chamchamal,36,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2798,ac44dea2-13fa-475d-acc4-d869643cd5fa,NA,27-Jul,ninewa,al.baaj,11,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2799,ac92f92d-2424-4301-aeb5-451b13b3c604,NA,10-Aug,ninewa,telafar,101,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2800,affe4124-1a80-4489-a37a-6867b23f0d5a,17333,7-Aug,NA,al.shikhan,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2801,b218e218-0281-4786-8529-d054ba2237f5,17333,7-Aug,NA,al.shikhan,98,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2802,b313447d-c075-48e7-a2d3-d1a21f0c0f1a,32028,6-Aug,NA,zakho,94,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2803,b4a02b3f-537b-4f8b-b1b4-9e525b5c9baa,25973,17-Aug,NA,erbil,4,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2804,b5b4ccf5-20c0-43ea-85dd-2dbcd3e03da6,NA,5-Aug,al.sulaymaniyah,dokan,33,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2804,fb8d7b1c-da36-4633-8c8f-d302055e8893,NA,20-Sep,ninewa,tilkaef,98,interview_duration,"interviews for deletion, less than 12",Deleted,NA,12.3,NA,10
2805,b80d8f01-e319-4d68-8ca9-cf5606cc3659,NA,27-Jul,ninewa,al.baaj,7,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2806,b989eb95-2f15-4d34-ae55-f06d2ac1ecf6,NA,28-Jul,ninewa,al.hamdaniya,12,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2807,b9aeb258-af16-4fcb-8357-cdb91782571f,25868,11-Aug,NA,tooz.khurmato,78,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2807,26acd071-c3ac-4b94-a3e1-e98a552b19fe,NA,14-Sep,ninewa,al.mosul,109,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2808,baa14a55-b482-40d7-ad27-f3d48e4b21d7,NA,16-Aug,al.qadissiya,al.diwaniya,109,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2809,bce7e9f5-c7e6-40c2-83da-9dd1dd0cb31f,23713,20-Aug,NA,shaqlawa,120,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2810,bd447c30-3e51-47ae-9129-1a92e6355b52,24632,23-Aug,NA,dibis,62,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2811,be33d277-9ab2-44c9-b6aa-60368c019b43,32032,6-Aug,NA,zakho,84,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2812,bf358ec2-2e94-4eb6-a459-68b0c9702945,26087,10-Sep,NA,al.falluja,14,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2813,c1a662c5-d1ce-43bc-bd48-40ec2d58bd55,8369,30-Jul,NA,sumail,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2813,2ff51ad6-82ef-4f0c-8fed-d2255a626a26,NA,18-Sep,ninewa,al.mosul,106,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2814,c1b81797-9869-46e4-a9d5-1c9bcb76ccfc,NA,9-Aug,salah.al.din,tikrit,111,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2815,c1f28905-b2ac-4c2d-81f5-0cf9ab2b2c7e,32028,6-Aug,NA,zakho,94,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2816,c58f0f72-6d64-4caf-81b9-df16c7ed30bd,NA,12-Aug,babil,al.mussyab,24,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2817,c7749650-d473-4ac4-b4b4-ee8cfe962dac,NA,27-Jul,ninewa,al.baaj,15,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2818,c8a50542-7c48-48c3-a61a-b3e557c1b26b,17333,7-Aug,NA,al.shikhan,98,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2819,c958c1fd-9084-426a-b0b0-87836f56bbb1,NA,27-Jul,ninewa,al.baaj,15,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2820,ca546c60-e0f0-45aa-af65-8aac782cdf83,NA,27-Jul,ninewa,al.baaj,15,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2821,cb09ddbc-ac0b-44f6-b4f5-a5f2f7d3d1bd,17333,7-Aug,NA,al.shikhan,91,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
2822,cdffd30c-810b-471f-8d48-3628980822cb,23889,12-Sep,NA,al.ramadi,19,idp_first_place,"if location is indicated as first place of displacement, while arrival date and displacement date are more than 12 months apart",Flagged,NA,yes,no,11
